candy_name,ingredients,image_url,,,,,,,,,,,,,,,,,,,,,,,
Sucré Artisan Chocolate Bar,"
COCOA MASS, SUGAR, COCOA BUTTER, PARTIALLY SKIMMED MILK POWDER,SOY LECITHIN, WHOLE MILK POWDER, VANILLA, COFFEE BEANS, SUGAR",https://i0.wp.com/theanswerisalwayspork.com/wp-content/uploads/2013/09/chocolate-bar-1.jpg,,,,,,,,,,,,,,,,,,,,,,,
Take 5,"Milk Chocolate, Sugar, Cocoa Butter, Chocolate, Nonfat Milk, Milk Fat, Lactose, Salt, Lecithin, Natural Flavor, Peanut Butter, Peanuts, Sugar, Partially Defatted Peanuts, Hydrogenated Vegetable Oil, Palm Kernel Oil, Soybean Oil, Dextrose, Corn Syrup Solids, Salt,  Palm Kernel Oil,  Lecithin, Vanillin, TBHQ, Citric Acid, Pretzels, Enriched Wheat Flour, Flour, Niacin, Ferrous Sulfate, Thiamin Mononitrate, Riboflavin, Folic Acid, Salt, Corn Syrup Solids, Vegetable Oil, Corn Oil, Canola Oil,Soybean Oil, Yeast, Ammonium Bicarbonate, Baking Soda, Caramel, High Fructose Corn Syrup, Sugar, Nonfat Milk, Dairy Butter, Hydrogenated Coconut Oil, Glycerin, Mono and Diglycerides, Salt, Carrageenan, Artificial Flavor, Lecithin, Milk Fat, Disodium Phosphate, Peanuts
",https://www.hersheys.com/content/dam/smartlabelproductsimage/take5/00034000386260-0013.png,,,,,,,,,,,,,,,,,,,,,,,
Taza,"Organic cacao beans, organic cane sugar, organic evaporated cane juice, sea salt, natural flavor, organic caramel color, organic almonds, organic cocoa butter, sea salt, organic vanilla beans",https://images-na.ssl-images-amazon.com/images/I/61QZ0F7CjlL._SX522_.jpg,,,,,,,,,,,,,,,,,,,,,,,
Toblerone,"sugar, whole milk powder, cocoa butter, cocoa mass, honey, milk fat, almonds, soya lecithin, egg white, vanillin ",https://upload.wikimedia.org/wikipedia/commons/c/cc/Toblerone_3362.jpg,,,,,,,,,,,,,,,,,,,,,,,
Twix,"Milk Chocolate, Sugar, Cocoa Butter, Chocolate, Nonfat Milk, Milk Fat, Lactose, Salt, Lecithin, Natural Flavor, Peanut Butter, Peanuts, Sugar, Partially Defatted Peanuts, Hydrogenated Vegetable Oil, Palm Kernel Oil, Soybean Oil, Dextrose, Corn Syrup Solids, Salt,  Palm Kernel Oil,  Lecithin, Vanillin, TBHQ, Citric Acid, Pretzels, Enriched Wheat Flour, Flour, Niacin, Ferrous Sulfate, Thiamin Mononitrate, Riboflavin, Folic Acid, Salt, Corn Syrup Solids, Vegetable Oil, Corn Oil, Canola Oil,Soybean Oil, Yeast, Ammonium Bicarbonate, Baking Soda, Caramel, High Fructose Corn Syrup, Sugar, Nonfat Milk, Dairy Butter, Hydrogenated Coconut Oil, Glycerin, Mono and Diglycerides, Salt, Carrageenan, Artificial Flavor, Lecithin, Milk Fat, Disodium Phosphate, Peanuts",https://cdn.candynation.com/media/catalog/product/cache/cc72865156500766af3a4ff9131f02d7/t/w/twix_mini.jpg,,,,,,,,,,,,,,,,,,,,,,,
U-No Bar,"Sugar, Cocoa Butter, Chocolate Liquor, Whole Milk Powder, Soy Lecithin, Natural Vanilla Flavor, Sugar, Hydrogenated Coconut Oil, Hydrogenated Palm Kernel Oil, Cocoa Powder, Nonfat Milk Powder, Whey Powder, Almonds Roasted Almonds, Soy Lecithin, Vanillin, Salt",https://cdn.shopify.com/s/files/1/0269/2121/products/U-No.jpg?v=1568703476,,,,,,,,,,,,,,,,,,,,,,,
Whatchamacallit," Sugar, Cocoa Butter, Chocolate Liquor, Whole Milk Powder, Soy Lecithin as an Emulsifier, Natural Vanilla Flavor, Sugar, Hydrogenated, Coconut Oil, Hydrogenated Palm Kernel Oil, Cocoa Powder, Nonfat Milk Powder, Whey Powder, Almonds Roasted Almonds, Soy Lecithin, Vanillin, Salt",https://images.freshop.com/00034000002474/2b83e590431c6c99f293a0fb2426c653_large.png,,,,,,,,,,,,,,,,,,,,,,,
Wonka Bar (Wonka Exceptionals Chocolate Bar),"Sugar, Cocoa Butter, Chocolate, Nonfat Milk, Peanuts, Milkfat, Lactose, Butter, Rice Flour,  Palm Oil, Soy Lecithin, Corn Flour, Modified Cornstarch, Salt, Natural Flavors, High Fructose Corn Syrup",https://images-na.ssl-images-amazon.com/images/I/81x0Lf1EE-L._SY445_.jpg,,,,,,,,,,,,,,,,,,,,,,,
Zero Bar,"
SUGAR,
CORN SYRUP, PALM KERNEL,PALM OIL,NONFAT MILK
,SOY PIECES
PEANUTS,COCOA,MALTED MILK,BARLEY MALT EXTRACT,WHEAT FLOUR,MILK,SALT,SODIUM BICARBONATE, ALMONDS,AND/OR SUNFLOWER OILSALT,ARTIFICIAL COLOR,SORBITAN TRISTEARATE,EGG WHITES,SOY LECITHIN,HYDROLYZED SOY PROTEIN,ARTIFICIAL FLAVOR,MONO- AND DIGLYCERIDES.",https://www.candyconceptsinc.com/assets/images/zero-candy-bar-24count-hershey-1a.png,,,,,,,,,,,,,,,,,,,,,,,
Dove Chocolate,"Sugar, Cocoa Butter, Chocolate, Skim Milk, Milkfat, Lactose, Chocolate processed with Alkali, Soy Lecithin, Natural and Artificial Flavors","https://images-na.ssl-images-amazon.com/images/I/81mKgvec2-L._SX679_PIbundle-4,TopRight,0,0_SX679SY367SH20_.jpg",,,,,,,,,,,,,,,,,,,,,,,
Ferrero Rocher,"Sugar, Cocoa Butter, Chocolate, Skim Milk, Milkfat, Lactose, Chocolate processed with Alkali, Soy Lecithin, Natural and Artificial Flavors",https://images-na.ssl-images-amazon.com/images/I/913lCvAq-lL._SY445_.jpg,,,,,,,,,,,,,,,,,,,,,,,
Hershey's,"Milk chocolate, sugar, milk, chocolate, cocoa butter, lactose, milk fat, soy lecithin, PGPR, emulsifier, vanillin, artificial flavor",https://cdn.shopify.com/s/files/1/0972/7116/products/all-city-candy-hersheys-giant-milk-chocolate-candy-bar-7-oz-candy-bars-hersheys-362182_600x.jpg?v=1557234909,,,,,,,,,,,,,,,,,,,,,,,
Ice Breakers,"Maltodextrin, Maltitol, Natural and Artificial Flavor, Aspartame, Phenylketonurics, Magnesium Stearate, Gum Acacia, Artificial Color, Blue 1, Yellow 5, Soy Lecithin",https://images-na.ssl-images-amazon.com/images/I/51nBn4SJurL.jpg,,,,,,,,,,,,,,,,,,,,,,,
Pixy Stix,"dextrose, citric acid, artificial and natural flavors, blue 1 lake, blue 2 lake, red 40 lake, yellow 5 lake, yellow 6 lake",https://s.yimg.com/aah/blaircandy/pixy-stix-giant-85ct-41.jpg,,,,,,,,,,,,,,,,,,,,,,,
Quench Gum," Sugar, Dextrose, Corn Syrup, Gum Base, Citric Acid, Glycerine, Natural & Artificial Flavors, Soy Lecithin, Potassium Tripolyphosphate, Potassium Chloride, Aspartame, Acesulfame Potassium, Artificial Colors, Orange and Fruit Punch,FD&C Red 40 Lake, Yellow 6, Double Raspberry, FD&C Red 40 Lake, Blue 1, Strawberry/Watermelon FD&C Red 40 Lake, Blue 1, Yellow 5, BHT, Phenylketonurics",https://i5.walmartimages.com/asr/226ff8f7-2b0b-45dc-9c81-9760e8051711_1.eb89e7dd589d1d5b3ecb6f044ca94182.jpeg?odnWidth=450&odnHeight=450&odnBg=ffffff,,,,,,,,,,,,,,,,,,,,,,,
Rolos,"Sugar, Nonfat Milk, Cocoa Butter, Chocolate, Milk Fat, Lactose, Lecithin , PGPR Emulsifier, Vanillin Artificial Flavor, Sugar, Corn Syrup, High Fructose Corn Syrup, Palm Kernel Oil, Soybean Oil, Nonfat Milk, ",https://www.candywarehouse.com/item-images/128480-01_rolo-candy-rolls-36-piece-box.jpg?resizeid=102&resizeh=500&resizew=500,,,,,,,,,,,,,,,,,,,,,,,
Violet Crumble,"Sugar, Nonfat Milk, Cocoa Butter, Chocolate, Milk Fat, Lactose, Lecithin , PGPR Emulsifier, Vanillin Artificial Flavor, Sugar, Corn Syrup, High Fructose Corn Syrup, Palm Kernel Oil, Soybean Oil, Nonfat Milk, ",https://britsrus.com/wp-content/uploads/2018/07/Nestle_Violet_Crumble.jpg,,,,,,,,,,,,,,,,,,,,,,,
Xtra Care Gum," SORBITOL, GUM BASE, XYLITOL, GLYCERIN, NATURAL AND ARTIFICIAL FLAVORING, MANNITOL, ACESULFAME POTASSIUM, ASPARTAME, BHT, BLUE 1 LAKE, CALCIUM CASEIN PEPTONE-CALCIUM PHOSPHATE , SOY LECITHIN, YELLOW 5 LAKE",https://www.theonlinecandyshop.com/assets/images/644220023175.jpg,,,,,,,,,,,,,,,,,,,,,,,
Xtremes,"Sugar, Nonfat Milk, Cocoa Butter, Chocolate, Milk Fat, Lactose, Lecithin, PGPR Emulsifier, Vanillin Artificial Flavor, Sugar, Corn Syrup, High Fructose Corn Syrup, Palm Kernel Oil, Soybean Oil, Nonfat Milk,","https://images-na.ssl-images-amazon.com/images/I/81ZswNZCWAL._SX679_PIbundle-12,TopRight,0,0_SX679SY453SH20_.jpg",,,,,,,,,,,,,,,,,,,,,,,
Yorkie,"Sugar, Dried Whole Milk, Cocoa Butter, Cocoa Vegetable Oil, Whey Powder, Lactose, Emulsifiers (Sunflower Lecithin, Polyglycerol Polyricinoleate) Butterfat, Vanilla.",https://cdn.shopify.com/s/files/1/0250/7483/files/yorkie-british-candy-candyfunhouse-online-candy-store-canada.png?v=1486343058,,,,,,,,,,,,,,,,,,,,,,,
Hershey's Cookies N' Creme,"Sugar, Dried Whole Milk, Cocoa Butter, Cocoa Vegetable Oil, Whey Powder, LactoseSunflower Lecithin, Polyglycerol Polyricinoleate, Butterfat, Vanilla",https://www.hersheys.com/is/image/content/dam/smartlabelproductsimage/hersheys/00034000239283-0010.png?wid=570&hei=570&fmt=png-alpha,,,,,,,,,,,,,,,,,,,,,,,
Pretzel M&Ms,"sugar, chocolate, skim milk, cocoa butter, lactose, milkfat, soy lecithin, salt, artificial flavors, sugar, cornstarch, corn syrup, dextrin, blue 1 lake, red 40 lake, yellow 6, yellow 5, red 40, blue 1, blue 2 lake, yellow 6 lake, yellow 5 lake, blue 2, gum acacia, peanuts",https://cdn.shopify.com/s/files/1/0972/7116/products/all-city-candy-mms-pretzel-chocolate-candies-114-oz-bag-chocolate-mars-chocolate-case-of-24-608537_600x.jpg?v=1557265205,,,,,,,,,,,,,,,,,,,,,,,
Birthday Cake M&Ms,"SUGAR, CHOCOLATE, SKIM MILK, COCOA BUTTER, LACTOSE, MILKFAT, SOY LECITHIN, SALT, ARTIFICIAL FLAVORS, SUGAR, CORNSTARCH, CORN SYRUP, DEXTRIN, BLUE 1 LAKE, RED 40, YELLOW 5, BLUE 1, RED 40 LAKE, YELLOW 5 LAKE, YELLOW 6, YELLOW 6 LAKE, BLUE 2, BLUE 2 LAKE, ARTIFICIAL AND NATURAL FLAVORS, GUM ACACIA.",https://farm4.staticflickr.com/3722/12585233934_bc8ef1c633.jpg,,,,,,,,,,,,,,,,,,,,,,,
Pumpkin Spice M&Ms,"sugar, Cocoa Butter, Skim Milk, Milkfat, Soy Lecithin, Salt, Natural Flavor, Sugar, Cornstarch, corn Syrup, Dextrin, Yellow 6, Yellow 5, Red 40, Blue 1, Blue 2, Red 40 Lake, Yellow 6 Lake, Carnauba Wax, Natural Flavor, Gum Acacia
",https://img.huffingtonpost.com/asset/5b9d811e2200005700d9a88c.jpeg?ops=scalefit_720_noupscale,,,,,,,,,,,,,,,,,,,,,,,
Kitkat,"sugar, wheat flour, cocoa butter, nonfat milk, chocolate, refined palm kernel oil, lactose, milk fat, soy lecithin, PGP, yeast, artificial flavor, salt, sodium bicarbonate",https://images-na.ssl-images-amazon.com/images/I/81A5mrwijLL._AC_SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,
3 Musketeers Mint Bites,"SUGAR, CHOCOLATE PROCESSED WITH ALKALI, CHOCOLATE, COCOA BUTTER, MILKFAT, SOY LECITHIN, ARTIFICIAL AND NATURAL FLAVORS, SUGAR, CORN SYRUP, HYDROGENATED PALM KERNEL OIL AND/OR PALM OIL, SALT, EGG WHITES, NATURAL AND ARTIFICIAL FLAVORS",https://farm6.staticflickr.com/5600/15336813730_d3f6590abe_m.jpg,,,,,,,,,,,,,,,,,,,,,,,
Milky Way Marshmallow,"SUGAR, COCOA BUTTER, SKIM MILK, CHOCOLATE, LACTOSE, MILKFAT, SOY LECITHIN, ARTIFICIAL FLAVOR, CORN SYRUP, SUGAR, HYDROGENATED PALM KERNEL OIL AND/OR PALM OIL, SKIM MILK, MILKFAT, COCOA POWDER PROCESSED WITH ALKALI, MALTED BARLEY, LACTOSE, SALT, EGG WHITES, CHOCOLATE, ARTIFICIAL FLAVOR",https://i1.wp.com/junkbanter.com/wp-content/uploads/2016/06/14596750_1864369797153808_563663497813032960_n.jpg?fit=1080%2C1349,,,,,,,,,,,,,,,,,,,,,,,
Milky Way Midnight Dark,"Sugar, Chocolate Processed with Alkali, Cocoa Butter, Soy Lecithin, Natural and Artificial Flavors, Corn Syrup, Sugar, Hydrogenated Palm Kernel Oil and/or Palm Oil, Skim Milk, Milkfat, Lactose, Salt, Egg Whites, Natural and Artificial Flavors",https://www.shopmyexchange.com/products/images/xlarge/8997964_0000.jpg,,,,,,,,,,,,,,,,,,,,,,,
Peanut Butter M&M's,"sugar, cocoa butter, chocolate, skim milk, milk fat, lactose, peanuts, soy lecithin, salt, artificial flavors, peanut butter, sugar, partially hydrogenated palm kernel oil, cornstarch, natural flavor, salt, corn syrup, dextrin, coloring",https://images-na.ssl-images-amazon.com/images/I/81OvJWLIkFL._SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,
Werthers,"Cream, Butter, Whey, Salt, Emulsifier Soy Lecithin, Vanillin",https://images-na.ssl-images-amazon.com/images/I/91B9dEfB3kL._SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,
Sweet Tarts,"DEXTROSE, MALTODEXTRIN, MALIC ACID, CALCIUM STEARATE, NATURAL FLAVORS, BLUE 1 LAKE, BLUE 2 LAKE, RED 40 LAKE, YELLOW 5 LAKE",https://images-na.ssl-images-amazon.com/images/I/81Lp3Ez4sPL._SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,
100 Grand,"Sugar, Cocoa Butter, Chocolate, Nonfat Milk, Lactose, Milkfat, Soy Lecithin, Natural Flavor,Corn Syrup, Nonfat Milk, Rice Flour, Barley Malt, Coconut Oil, Butter, Mono- and Diglycerides, Salt, Soy Lecithin, Natural Flavor",https://www.candywarehouse.com/item-images/127198-01_100-grand-fun-size-candy-bars-72-piece-case.jpg?resizeid=102&resizeh=500&resizew=500,,,,,,,,,,,,,,,,,,,,,,,
Crunch,"Sugar, Chocolate, Cocoa Butter, Nonfat Milk, Lactose, Milkfat, Soy Lecithin, Vanillan, Rice Flour Barley Malt",https://mms.businesswire.com/media/20130521005278/en/369914/5/CRUNCH_Cocoa_Plan_Front_Label_HI_RES.jpg,,,,,,,,,,,,,,,,,,,,,,,
Bueno,"sugar, cocoa butter, cocoa mass, skim milk powder, anhydrous milk fat, soy, sunflower lecithin, vanillin, sugar, modified palm oil, wheat flour, hazelnuts, skim milk powder, milk powder, cocoa powder",https://images-na.ssl-images-amazon.com/images/I/71SQKHzSN1L._SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,
Lindt Lindor Truffles,"Sugar, cocoa butter, coconut oil, milk ingredients, cocoa mass, palm kernel oil, soya lecithin, barley malt extract, artificial flavour","https://images-na.ssl-images-amazon.com/images/I/61E-VD8hB-L._SX425_PIbundle-12,TopRight,0,0_AA425SH20_.jpg",,,,,,,,,,,,,,,,,,,,,,,
Milka,"cocoa butter, skimmed milk powder, cocoa mass, whey powder, milkfat, hazelnut paste, vanillin",https://images-na.ssl-images-amazon.com/images/I/61ONEAeDY%2BL._SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,
Pay Day,"Peanuts, sugar, corn syrup, non fat, milk, palm oil, salt, carrageenan, mono carrageenan, mono and diglycerides, egg whites, soy protein.",https://www.candywarehouse.com/item-images/127156-01_payday-king-size-candy-bars-18-piece-box.jpg?resizeid=102&resizeh=500&resizew=500,,,,,,,,,,,,,,,,,,,,,,,
Life Savers Gummies,"Corn Syrup, Modified Corn Starch, Gelatin, Citric Acid, Natural and Artificial Flavors, Mineral Oil, Red 40, Yellow 5, Blue 1, Carnauba Wax.",https://pics.drugstore.com/prodimg/326001/900.jpg,,,,,,,,,,,,,,,,,,,,,,,
Cookie Dough Bites," Cocoa Butter, Whole Milk Powder, Chocolate Liquor, Soy Lecithin and Vanillin, Wheat Flour, Brown Sugar, Partially Hydrogenated Palm Kernel Oil",https://pics.drugstore.com/prodimg/417580/900.jpg,,,,,,,,,,,,,,,,,,,,,,,
Mentos,"wheat glucose syrup, hydrogenated coconut oil, rice starch, natural flavors, gum arabic, sucrose esters of fatty acids, gellan gum, carnauba wax, and beeswax",https://images-na.ssl-images-amazon.com/images/I/81CRMBiofQL._SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,
Tic Tac,"fructose, maltodextrin, peppermint essential oil, rice starch, gum arabic, magnesium salts of fatty acids, carnauba wax",https://pics.drugstore.com/prodimg/435896/450.jpg,,,,,,,,,,,,,,,,,,,,,,,
Haribo Starmix,"gelatine, citric acid, safflower, spirulina, apple, elderberry, blackcurrant, orange, kiwi, lemon, mango, passion fruit, aronia, grape, elderberry extract, beeswax, carnauba wax",https://pics.drugstore.com/prodimg/601878/900.jpg,,,,,,,,,,,,,,,,,,,,,,,
